network,transport_type,stop_name,lat,lon,lines,cor_metro_bilbao,cor_metro_madrid,cor_fgc,cor_renfe_cercanias,cor_euskotren,platform_coords_by_line
Renfe Cercanías,cercanias,Borgonyà,42.064659,2.242006,R3,,,,,,"R3:[42.064659,2.242006]"
Renfe Cercanías,cercanias,Sant Quirze De Besora-Montesquiu,42.104849,2.217733,R3,,,,,,"R3:[42.104849,2.217733]"
Renfe Cercanías,cercanias,La Farga De Bebié,42.130073,2.203936,R3,,,,,,"R3:[42.130073,2.203936]"
Renfe Cercanías,cercanias,Ripoll,42.196128,2.195841,R3,,,,,,"R3:[42.196128,2.195841]"
Renfe Cercanías,cercanias,Campdevànol,42.221713,2.165758,R3,,,,,,"R3:[42.221713,2.165758]"
Renfe Cercanías,cercanias,Ribes De Freser,42.300213,2.166199,R3,,,,,,"R3:[42.300213,2.166199]"
Renfe Cercanías,cercanias,Planoles,42.314469,2.099732,R3,,,,,,"R3:[42.314469,2.099732]"
Renfe Cercanías,cercanias,Toses,42.320964,2.015258,R3,,,,,,"R3:[42.320964,2.015258]"
Renfe Cercanías,cercanias,La Molina,42.344652,1.955951,R3,,,,,,"R3:[42.344652,1.955951]"
Renfe Cercanías,cercanias,Urtx-Alp,42.376862,1.896853,R3,,,,,,"R3:[42.376862,1.896853]"
Renfe Cercanías,cercanias,Puigcerdà,42.429626,1.924584,R3,,,,,,"R3:[42.429626,1.924584]"
Renfe Cercanías,cercanias,La Tour De Carol,42.459029,1.904383,R3,,,,,,"R3:[42.459029,1.904383]"
Renfe Cercanías,cercanias,Lleida-Pirineus,41.620130,0.633653,R13; R14; RL3; RL4,,,Lleida (3m),,,"RL4:[41.620130,0.633653]; R14:[41.620130,0.633653]; RL3:[41.620130,0.633653]; R13:[41.620130,0.633653]"
Renfe Cercanías,cercanias,Bell-Lloc D'urgell,41.631619,0.781547,RL3; RL4,,,,,,"RL3:[41.631619,0.781547]; RL4:[41.631619,0.781547]"
Renfe Cercanías,cercanias,Mollerussa,41.631779,0.896775,RL3; RL4,,,,,,"RL3:[41.631779,0.896775]; RL4:[41.631779,0.896775]"
Renfe Cercanías,cercanias,Golmés,41.635929,0.930863,RL3; RL4,,,,,,"RL3:[41.635929,0.930863]; RL4:[41.635929,0.930863]"
Renfe Cercanías,cercanias,Castellnou De Seana,41.637464,0.967736,RL3; RL4,,,,,,"RL3:[41.637464,0.967736]; RL4:[41.637464,0.967736]"
Renfe Cercanías,cercanias,Bellpuig,41.632545,1.012993,RL3; RL4,,,,,,"RL3:[41.632545,1.012993]; RL4:[41.632545,1.012993]"
Renfe Cercanías,cercanias,Anglesola,41.646448,1.079192,RL3; RL4,,,,,,"RL3:[41.646448,1.079192]; RL4:[41.646448,1.079192]"
Renfe Cercanías,cercanias,Tàrrega,41.650387,1.138963,RL3; RL4,,,,,,"RL3:[41.650387,1.138963]; RL4:[41.650387,1.138963]"
Renfe Cercanías,cercanias,Cervera,41.673611,1.274773,RL3; RL4,,,,,,"RL3:[41.673611,1.274773]; RL4:[41.673611,1.274773]"
Renfe Cercanías,cercanias,Sant Guim De Freixenet,41.655924,1.420530,RL4,,,,,,"RL4:[41.655924,1.420530]"
Renfe Cercanías,cercanias,Sant Martí Sesgueioles,41.701217,1.486204,RL4,,,,,,"RL4:[41.701217,1.486204]"
Renfe Cercanías,cercanias,Calaf,41.730334,1.515097,RL4,,,,,,"RL4:[41.730334,1.515097]"
Renfe Cercanías,cercanias,Seguers-Sant Pere Sallavinera,41.747991,1.574167,RL4,,,,,,"RL4:[41.747991,1.574167]"
Renfe Cercanías,cercanias,Aguilar De Segarra,41.738917,1.623720,RL4,,,,,,"RL4:[41.738917,1.623720]"
Renfe Cercanías,cercanias,Rajadell,41.733159,1.696275,R4; RL4,,,,,,"R4:[41.733159,1.696275]; RL4:[41.733159,1.696275]"
Renfe Cercanías,cercanias,Manresa,41.720392,1.826486,R4; RL4,,,,,,"R4:[41.720392,1.826486]; RL4:[41.720392,1.826486]"
Renfe Cercanías,cercanias,Sant Vicenç De Castellet,41.668831,1.862643,R4,,,Sant Vicenç-Castellgalí (272m),,,"R4:[41.668831,1.862643]"
Renfe Cercanías,cercanias,Castellbell I El Vilar-Monist Montserrat,41.628683,1.868821,R4,,,,,,"R4:[41.628683,1.868821]"
Renfe Cercanías,cercanias,Vacarisses,41.601928,1.894088,R4,,,,,,"R4:[41.601928,1.894088]"
Renfe Cercanías,cercanias,Vacarisses-Torreblanca,41.586918,1.916476,R4,,,,,,"R4:[41.586918,1.916476]"
Renfe Cercanías,cercanias,Viladecavalls,41.563797,1.957270,R4,,,,,,"R4:[41.563797,1.957270]"
Renfe Cercanías,cercanias,Sant Miquel De Gonteres,41.568866,1.974285,R4,,,,,,"R4:[41.568866,1.974285]"
Renfe Cercanías,cercanias,Terrassa Estació Del Nord,41.569783,2.014354,R4,,,Terrassa  Estació del nord (103m),,,"R4:[41.569783,2.014354]"
Renfe Cercanías,cercanias,Sabadell Sud,41.528708,2.105393,R4,,,,,,"R4:[41.528708,2.105393]"
Renfe Cercanías,cercanias,Sabadell Centre,41.546420,2.115608,R4,,,,,,"R4:[41.546420,2.115608]"
Renfe Cercanías,cercanias,Barberà Del Vallès,41.513660,2.118453,R4,,,,,,"R4:[41.513660,2.118453]"
