network,transport_type,stop_name,lat,lon,lines,cor_metro_bilbao,cor_metro_madrid,cor_fgc,cor_renfe_cercanias,cor_euskotren,platform_coords_by_line
Renfe Cercanías,cercanias,Ganzo,43.356528,-4.070227,C2,,,,,,"C2:[43.356528,-4.070227]"
Renfe Cercanías,cercanias,Puente San Miguel,43.358672,-4.087767,C2,,,,,,"C2:[43.358672,-4.087767]"
Renfe Cercanías,cercanias,Santa Isabel De Quijas,43.359010,-4.111853,C2,,,,,,"C2:[43.359010,-4.111853]"
Renfe Cercanías,cercanias,San Pedro De Rudagüera,43.361159,-4.149528,C2,,,,,,"C2:[43.361159,-4.149528]"
Renfe Cercanías,cercanias,Golbardo,43.340816,-4.155628,C2,,,,,,"C2:[43.340816,-4.155628]"
Renfe Cercanías,cercanias,Casar De Periedo,43.338784,-4.174731,C2,,,,,,"C2:[43.338784,-4.174731]"
Renfe Cercanías,cercanias,Virgen De La Peña,43.323039,-4.193484,C2,,,,,,"C2:[43.323039,-4.193484]"
Renfe Cercanías,cercanias,Ontoria,43.315334,-4.215422,C2,,,,,,"C2:[43.315334,-4.215422]"
Renfe Cercanías,cercanias,Cabezón De La Sal,43.307904,-4.231944,C2,,,,,,"C2:[43.307904,-4.231944]"
Renfe Cercanías,cercanias,Treceño,43.318280,-4.309020,C2,,,,,,"C2:[43.318280,-4.309020]"
Renfe Cercanías,cercanias,Roiz,43.328210,-4.349270,C2,,,,,,"C2:[43.328210,-4.349270]"
Renfe Cercanías,cercanias,El Barcenal,43.340347,-4.383335,C2,,,,,,"C2:[43.340347,-4.383335]"
Renfe Cercanías,cercanias,San Vicente De La Barquera,43.367837,-4.404504,C2,,,,,,"C2:[43.367837,-4.404504]"
Renfe Cercanías,cercanias,Pesués,43.370289,-4.480174,C2,,,,,,"C2:[43.370289,-4.480174]"
Renfe Cercanías,cercanias,Unquera,43.374780,-4.514340,C2,,,,,,"C2:[43.374780,-4.514340]"
Renfe Cercanías,cercanias,Nueva Montaña,43.440149,-3.849379,C1; C3,,,,,,"C3:[43.440185,-3.849371]; C1:[43.440114,-3.849387]"
Renfe Cercanías,cercanias,Valle Real,43.427540,-3.840538,C3,,,,,,"C3:[43.427540,-3.840538]"
Renfe Cercanías,cercanias,Maliaño Vidriera,43.416016,-3.841102,C3,,,,,,"C3:[43.416016,-3.841102]"
Renfe Cercanías,cercanias,Astillero,43.403651,-3.820680,C3,,,,,,"C3:[43.403651,-3.820680]"
Renfe Cercanías,cercanias,La Cantábrica,43.397366,-3.814968,C3,,,,,,"C3:[43.397366,-3.814968]"
Renfe Cercanías,cercanias,San Salvador,43.393766,-3.803854,C3,,,,,,"C3:[43.393766,-3.803854]"
Renfe Cercanías,cercanias,Heras,43.400900,-3.766638,C3,,,,,,"C3:[43.400900,-3.766638]"
Renfe Cercanías,cercanias,Orejo,43.399478,-3.738397,C3,,,,,,"C3:[43.399478,-3.738397]"
Renfe Cercanías,cercanias,Solares,43.387247,-3.731383,C3,,,,,,"C3:[43.387247,-3.731383]"
Renfe Cercanías,cercanias,Ceceñas,43.376492,-3.718192,C3,,,,,,"C3:[43.376492,-3.718192]"
Renfe Cercanías,cercanias,La Cavada,43.350614,-3.707078,C3,,,,,,"C3:[43.350614,-3.707078]"
Renfe Cercanías,cercanias,Liérganes,43.345075,-3.742645,C3,,,,,,"C3:[43.345075,-3.742645]"
Renfe Cercanías,cercanias,Puente Agüero,43.406489,-3.719342,C3,,,,,,"C3:[43.406489,-3.719342]"
Renfe Cercanías,cercanias,Villaverde De Pontones,43.411322,-3.703643,C3,,,,,,"C3:[43.411322,-3.703643]"
Renfe Cercanías,cercanias,Hoz De Anero,43.404885,-3.666883,C3,,,,,,"C3:[43.404885,-3.666883]"
Renfe Cercanías,cercanias,Beranga,43.413710,-3.577130,C3,,,,,,"C3:[43.413710,-3.577130]"
Renfe Cercanías,cercanias,Gama,43.423150,-3.524720,C3,,,,,,"C3:[43.423150,-3.524720]"
Renfe Cercanías,cercanias,Cicero,43.417052,-3.490490,C3,,,,,,"C3:[43.417052,-3.490490]"
Renfe Cercanías,cercanias,Treto,43.394090,-3.469200,C3,,,,,,"C3:[43.394090,-3.469200]"
Renfe Cercanías,cercanias,Limpias,43.358810,-3.433340,C3,,,,,,"C3:[43.358810,-3.433340]"
Renfe Cercanías,cercanias,Marrón,43.346610,-3.420918,C3,,,,,,"C3:[43.346610,-3.420918]"
Renfe Cercanías,cercanias,Udalla,43.313680,-3.445490,C3,,,,,,"C3:[43.313680,-3.445490]"
Renfe Cercanías,cercanias,Gibaja,43.282190,-3.438310,C3,,,,,,"C3:[43.282190,-3.438310]"
Renfe Cercanías,cercanias,Arla Berrón,43.166699,-3.227589,C4,,,,,,"C4:[43.166699,-3.227589]"
Renfe Cercanías,cercanias,Ungo Nava,43.142894,-3.264716,C4,,,,,,"C4:[43.142894,-3.264716]"
Renfe Cercanías,cercanias,Mercadillo Villasana,43.105209,-3.264469,C4,,,,,,"C4:[43.105209,-3.264469]"
Renfe Cercanías,cercanias,Cadagua,43.068171,-3.347339,C4,,,,,,"C4:[43.068171,-3.347339]"
Renfe Cercanías,cercanias,Bercedo-Montija,43.088479,-3.456000,C4,,,,,,"C4:[43.088479,-3.456000]"
Renfe Cercanías,cercanias,Quintana De Los Prados,43.080000,-3.510000,C4,,,,,,"C4:[43.080000,-3.510000]"
Renfe Cercanías,cercanias,Espinosa De Los Monteros,43.074252,-3.537116,C4,,,,,,"C4:[43.074252,-3.537116]"
Renfe Cercanías,cercanias,Redondo,43.062993,-3.607895,C4,,,,,,"C4:[43.062993,-3.607895]"
Renfe Cercanías,cercanias,Sotoscueva,43.045292,-3.688253,C4,,,,,,"C4:[43.045292,-3.688253]"
Renfe Cercanías,cercanias,Pedrosa,43.012367,-3.737852,C4,,,,,,"C4:[43.012367,-3.737852]"
Renfe Cercanías,cercanias,Dosante Cidad,43.001250,-3.745250,C4,,,,,,"C4:[43.001250,-3.745250]"
Renfe Cercanías,cercanias,Robredo Ahedo,43.019094,-3.809231,C4,,,,,,"C4:[43.019094,-3.809231]"
Renfe Cercanías,cercanias,Soncillo,43.005809,-3.844888,C4,,,,,,"C4:[43.005809,-3.844888]"
Renfe Cercanías,cercanias,Cabañas De Virtus,42.996397,-3.858466,C4,,,,,,"C4:[42.996397,-3.858466]"
Renfe Cercanías,cercanias,Arija,42.991292,-3.945006,C4,,,,,,"C4:[42.991292,-3.945006]"
Renfe Cercanías,cercanias,Llano,42.988062,-3.982357,C4,,,,,,"C4:[42.988062,-3.982357]"
Renfe Cercanías,cercanias,Las Rozas De Valdearroyo,42.973605,-4.029864,C4,,,,,,"C4:[42.973605,-4.029864]"
Renfe Cercanías,cercanias,Montes Claros,42.934323,-4.050073,C4,,,,,,"C4:[42.934323,-4.050073]"
Renfe Cercanías,cercanias,Los Carabeos,42.910329,-4.075211,C4,,,,,,"C4:[42.910329,-4.075211]"
Renfe Cercanías,cercanias,Cillamayor,42.857752,-4.279178,C4,,,,,,"C4:[42.857752,-4.279178]"
Renfe Cercanías,cercanias,Salinas De Pisuerga,42.851271,-4.386209,C4,,,,,,"C4:[42.851271,-4.386209]"
Renfe Cercanías,cercanias,Vado-Cervera,42.839360,-4.494770,C4,,,,,,"C4:[42.839360,-4.494770]"
Renfe Cercanías,cercanias,Castrejón De La Peña,42.811990,-4.601620,C4,,,,,,"C4:[42.811990,-4.601620]"
Renfe Cercanías,cercanias,Villaverde Tarilonte,42.818353,-4.685419,C4,,,,,,"C4:[42.818353,-4.685419]"
Renfe Cercanías,cercanias,Santibáñez De La Peña,42.802040,-4.741450,C4,,,,,,"C4:[42.802040,-4.741450]"
Renfe Cercanías,cercanias,Guardo Apeadero,42.787738,-4.845133,C4,,,,,,"C4:[42.787738,-4.845133]"
Renfe Cercanías,cercanias,Guardo,42.790995,-4.851933,C4,,,,,,"C4:[42.790995,-4.851933]"
Renfe Cercanías,cercanias,La Llama De La Guzpeña,42.770248,-5.041248,C4,,,,,,"C4:[42.770248,-5.041248]"
Renfe Cercanías,cercanias,La Espina,42.786856,-4.905202,C4,,,,,,"C4:[42.786856,-4.905202]"
Renfe Cercanías,cercanias,Valcuende,42.765578,-4.929256,C4,,,,,,"C4:[42.765578,-4.929256]"
Renfe Cercanías,cercanias,Puente Almuhey,42.787632,-4.971899,C4,,,,,,"C4:[42.787632,-4.971899]"
Renfe Cercanías,cercanias,Prado De La Guzpeña,42.783235,-5.027097,C4,,,,,,"C4:[42.783235,-5.027097]"
Renfe Cercanías,cercanias,Valle De Las Casas,42.767772,-5.071367,C4,,,,,,"C4:[42.767772,-5.071367]"
Renfe Cercanías,cercanias,Cistierna,42.803160,-5.130793,C4,,,,,,"C4:[42.803160,-5.130793]"
Renfe Cercanías,cercanias,La Ercina,42.808848,-5.213892,C4,,,,,,"C4:[42.808848,-5.213892]"
Renfe Cercanías,cercanias,Boñar,42.862788,-5.328526,C4,,,,,,"C4:[42.862788,-5.328526]"
Renfe Cercanías,cercanias,La Vecilla,42.855116,-5.412116,C4,,,,,,"C4:[42.855116,-5.412116]"
Renfe Cercanías,cercanias,Matallana,42.841149,-5.521872,C4,,,,,,"C4:[42.841149,-5.521872]"
Renfe Cercanías,cercanias,San Feliz,42.682311,-5.537909,C4,,,,,,"C4:[42.682311,-5.537909]"
Renfe Cercanías,cercanias,Sorriba,42.786277,-5.127476,C4,,,,,,"C4:[42.786277,-5.127476]"
Renfe Cercanías,cercanias,Cerezal De La Guzpeña,42.779774,-5.005572,C4,,,,,,"C4:[42.779774,-5.005572]"
Renfe Cercanías,cercanias,La Asunción Universidad,42.616098,-5.566099,C4,,,,,,"C4:[42.616098,-5.566099]"
Renfe Cercanías,cercanias,Alhama De Murcia,37.849402,-1.414514,C2,,,,,,"C2:[37.849402,-1.414514]"
Renfe Cercanías,cercanias,Totana,37.763542,-1.495615,C2,,,,,,"C2:[37.763542,-1.495615]"
Renfe Cercanías,cercanias,Lorca-San Diego,37.680717,-1.685645,C2,,,,,,"C2:[37.680717,-1.685645]"
Renfe Cercanías,cercanias,Lorca-Sutullena,37.672113,-1.696230,C2,,,,,,"C2:[37.672113,-1.696230]"
Renfe Cercanías,cercanias,Puerto Lumbreras,37.581006,-1.731875,C2,,,,,,"C2:[37.581006,-1.731875]"
Renfe Cercanías,cercanias,Almendricos,37.474880,-1.779630,C2,,,,,,"C2:[37.474880,-1.779630]"
Renfe Cercanías,cercanias,Pulpí,37.399203,-1.749486,C2,,,,,,"C2:[37.399203,-1.749486]"
Renfe Cercanías,cercanias,Jaravía,37.392463,-1.693040,C2,,,,,,"C2:[37.392463,-1.693040]"
Renfe Cercanías,cercanias,águilas,37.409865,-1.572534,C2,,,,,,"C2:[37.409865,-1.572534]"
Renfe Cercanías,cercanias,águilas-El Labradorcico,37.411966,-1.585872,C2,,,,,,"C2:[37.411966,-1.585872]"
Renfe Cercanías,cercanias,Madrid-Príncipe Pío,40.421489,-3.718969,C10; C7,,Intercambiador de Príncipe Pío (127m),,,,"C7:[40.421489,-3.718969]; C10:[40.421489,-3.718969]"
Renfe Cercanías,cercanias,Aravaca,40.448455,-3.785555,C10; C7,,,,,,"C7:[40.448455,-3.785555]; C10:[40.448455,-3.785555]"
Renfe Cercanías,cercanias,Pozuelo,40.447457,-3.800278,C10; C7,,,,,,"C7:[40.447457,-3.800278]; C10:[40.447457,-3.800278]"
Renfe Cercanías,cercanias,Las Rozas,40.494289,-3.868175,C10; C7,,,,,,"C7:[40.494289,-3.868175]; C10:[40.494289,-3.868175]"
Renfe Cercanías,cercanias,Majadahonda,40.474289,-3.846293,C10; C7,,,,,,"C7:[40.474289,-3.846293]; C10:[40.474289,-3.846293]"
Renfe Cercanías,cercanias,El Barrial-Centro Comercial Pozuelo,40.465392,-3.807685,C10; C7,,,,,,"C7:[40.465392,-3.807685]; C10:[40.465392,-3.807685]"
Renfe Cercanías,cercanias,Pinar De Las Rozas,40.522267,-3.882248,C10; C8a; C8b,,,,,,"C8a:[40.522267,-3.882248]; C10:[40.522267,-3.882248]; C8b:[40.522267,-3.882248]"
Renfe Cercanías,cercanias,Las Matas,40.552387,-3.896766,C10; C8a; C8b,,,,,,"C8a:[40.552387,-3.896766]; C10:[40.552387,-3.896766]; C8b:[40.552387,-3.896766]"
Renfe Cercanías,cercanias,Torrelodones,40.574554,-3.956601,C10; C8a; C8b,,,,,,"C8a:[40.574554,-3.956601]; C10:[40.574554,-3.956601]; C8b:[40.574554,-3.956601]"
Renfe Cercanías,cercanias,Galapagar-La Navata,40.600314,-3.982259,C10; C8a; C8b,,,,,,"C8a:[40.600314,-3.982259]; C10:[40.600314,-3.982259]; C8b:[40.600314,-3.982259]"
Renfe Cercanías,cercanias,Villalba De Guadarrama,40.626489,-4.008030,C10; C8a; C8b,,,,,,"C8a:[40.626489,-4.008030]; C10:[40.626489,-4.008030]; C8b:[40.626489,-4.008030]"
Renfe Cercanías,cercanias,San Yago,40.617895,-4.031075,C10; C8a,,,,,,"C8a:[40.617895,-4.031075]; C10:[40.617895,-4.031075]"
Renfe Cercanías,cercanias,Las Zorreras-Navalquejigo,40.609312,-4.046363,C10; C8a,,,,,,"C8a:[40.609312,-4.046363]; C10:[40.609312,-4.046363]"
Renfe Cercanías,cercanias,El Escorial,40.585367,-4.132405,C10; C8a,,,,,,"C8a:[40.585367,-4.132405]; C10:[40.585367,-4.132405]"
Renfe Cercanías,cercanias,Zarzalejo,40.538927,-4.158066,C8a,,,,,,"C8a:[40.538927,-4.158066]"
Renfe Cercanías,cercanias,Robledo De Chavela,40.520824,-4.246759,C8a,,,,,,"C8a:[40.520824,-4.246759]"
Renfe Cercanías,cercanias,Santa María De La Alameda-Peguerinos,40.569001,-4.269126,C8a,,,,,,"C8a:[40.569001,-4.269126]"
Renfe Cercanías,cercanias,Brinkola,43.018986,-2.334681,C1,,,,,,"C1:[43.018986,-2.334681]"
Renfe Cercanías,cercanias,Legazpi,43.051038,-2.330610,C1,,,,,,"C1:[43.051038,-2.330610]"
Renfe Cercanías,cercanias,Zumarraga,43.087082,-2.320230,C1,,,,,,"C1:[43.087082,-2.320230]"
Renfe Cercanías,cercanias,Ormáiztegui,43.040275,-2.256462,C1,,,,,,"C1:[43.040275,-2.256462]"
Renfe Cercanías,cercanias,Beasain,43.046269,-2.202299,C1,,,,,,"C1:[43.046269,-2.202299]"
Renfe Cercanías,cercanias,Ordizia,43.052755,-2.179192,C1,,,,,,"C1:[43.052755,-2.179192]"
Renfe Cercanías,cercanias,Itsasondo,43.068330,-2.162485,C1,,,,,,"C1:[43.068330,-2.162485]"
Renfe Cercanías,cercanias,Legorreta,43.085695,-2.140898,C1,,,,,,"C1:[43.085695,-2.140898]"
Renfe Cercanías,cercanias,Ikaztegieta,43.094040,-2.125577,C1,,,,,,"C1:[43.094040,-2.125577]"
Renfe Cercanías,cercanias,Alegia,43.101760,-2.097140,C1,,,,,,"C1:[43.101760,-2.097140]"
Renfe Cercanías,cercanias,Tolosa,43.135447,-2.079089,C1,,,,,,"C1:[43.135447,-2.079089]"
Renfe Cercanías,cercanias,Tolosa-Centro,43.139396,-2.074112,C1,,,,,,"C1:[43.139396,-2.074112]"
Renfe Cercanías,cercanias,Anoeta,43.162606,-2.070390,C1,,,,,,"C1:[43.162606,-2.070390]"
Renfe Cercanías,cercanias,Billabona-Zizurkil,43.189191,-2.055372,C1,,,,,,"C1:[43.189191,-2.055372]"
Renfe Cercanías,cercanias,Andoain-Centro,43.215574,-2.020459,C1,,,,,,"C1:[43.215574,-2.020459]"
Renfe Cercanías,cercanias,Andoain,43.222046,-2.015676,C1,,,,,,"C1:[43.222046,-2.015676]"
Renfe Cercanías,cercanias,Urnieta,43.247467,-1.988427,C1,,,,,,"C1:[43.247467,-1.988427]"
Renfe Cercanías,cercanias,Hernani-Erdia,43.266478,-1.972623,C1,,,,,,"C1:[43.266478,-1.972623]"
Renfe Cercanías,cercanias,Hernani,43.272511,-1.963774,C1,,,,,,"C1:[43.272511,-1.963774]"
Renfe Cercanías,cercanias,Martutene,43.299113,-1.956175,C1,,,,,,"C1:[43.299113,-1.956175]"
Renfe Cercanías,cercanias,Loiola,43.304675,-1.963629,C1,,,,,,"C1:[43.304675,-1.963629]"
Renfe Cercanías,cercanias,San Sebastián-Donostia,43.317696,-1.976717,C1,,,,,,"C1:[43.317696,-1.976717]"
Renfe Cercanías,cercanias,Gros,43.321846,-1.973883,C1,,,,,,"C1:[43.321846,-1.973883]"
Renfe Cercanías,cercanias,Ategorrieta,43.320323,-1.959813,C1,,,,,,"C1:[43.320323,-1.959813]"
Renfe Cercanías,cercanias,Herrera,43.319354,-1.937017,C1,,,,,Herrera-Donostia (97m),"C1:[43.319354,-1.937017]"
Renfe Cercanías,cercanias,Pasaia,43.318943,-1.917173,C1,,,,,Pasaia (117m),"C1:[43.318943,-1.917173]"
Renfe Cercanías,cercanias,Lezo-Rentería,43.315936,-1.899439,C1,,,,,,"C1:[43.315936,-1.899439]"
Renfe Cercanías,cercanias,Ventas De Irún,43.330412,-1.816781,C1,,,,,Bentak-Irun (3m),"C1:[43.330412,-1.816781]"
Renfe Cercanías,cercanias,Intxaurrondo,43.320049,-1.951767,C1,,,,,,"C1:[43.320049,-1.951767]"
Renfe Cercanías,cercanias,Irun,43.339537,-1.801252,C1,,,,,,"C1:[43.339537,-1.801252]"
Renfe Cercanías,cercanias,Los Negrales,40.638567,-4.021875,C8b,,,,,,"C8b:[40.638567,-4.021875]"
Renfe Cercanías,cercanias,Alpedrete,40.658104,-4.034972,C8b,,,,,,"C8b:[40.658104,-4.034972]"
Renfe Cercanías,cercanias,Collado Mediano,40.692898,-4.035927,C8b,,,,,,"C8b:[40.692898,-4.035927]"
Renfe Cercanías,cercanias,Los Molinos-Guadarrama,40.706641,-4.067199,C8b,,,,,,"C8b:[40.706641,-4.067199]"
Renfe Cercanías,cercanias/otro,Cercedilla,40.737613,-4.066299,C8b; C9,,,,,,"C8b:[40.737613,-4.066299]; C9:[40.737613,-4.066299]"
Renfe Cercanías,otro,Puerto De Navacerrada,40.784468,-4.004774,C9,,,,,,"C9:[40.784468,-4.004774]"
Renfe Cercanías,otro,Los Cotos,40.822342,-3.964496,C9,,,,,,"C9:[40.822342,-3.964496]"
Renfe Cercanías,cercanias,Orduña,42.994619,-3.015814,C3,,,,,,"C3:[42.994619,-3.015814]"
Renfe Cercanías,cercanias,Amurrio,43.049051,-3.002018,C3,,,,,,"C3:[43.049051,-3.002018]"
Renfe Cercanías,cercanias,Salbio,43.074172,-2.999395,C3,,,,,,"C3:[43.074172,-2.999395]"
Renfe Cercanías,cercanias,Luiaondo,43.093593,-2.999664,C3,,,,,,"C3:[43.093593,-2.999664]"
Renfe Cercanías,cercanias,Santa Cruz De Llodio,43.132863,-2.969838,C3,,,,,,"C3:[43.132863,-2.969838]"
Renfe Cercanías,cercanias,Llodio,43.142351,-2.960651,C3,,,,,,"C3:[43.142351,-2.960651]"
Renfe Cercanías,cercanias,Areta,43.145127,-2.943391,C3,,,,,,"C3:[43.145127,-2.943391]"
Renfe Cercanías,cercanias,Arbide,43.163259,-2.927836,C3,,,,,,"C3:[43.163259,-2.927836]"
Renfe Cercanías,cercanias,Arrankudiaga,43.169499,-2.918448,C3,,,,,,"C3:[43.169499,-2.918448]"
Renfe Cercanías,cercanias,Ugao-Miraballes,43.179083,-2.902696,C3,,,,,,"C3:[43.179083,-2.902696]"
Renfe Cercanías,cercanias,Arrigorriaga,43.210087,-2.888572,C3,,,,,,"C3:[43.210087,-2.888572]"
Renfe Cercanías,cercanias,Basauri,43.223530,-2.882386,C3,,,,,,"C3:[43.223530,-2.882386]"
Renfe Cercanías,cercanias,Bidebieta-Basauri,43.237057,-2.889486,C3,,,,,,"C3:[43.237057,-2.889486]"
Renfe Cercanías,cercanias,Ollargan,43.242497,-2.916456,C3,,,,,,"C3:[43.242497,-2.916456]"
Renfe Cercanías,cercanias,Bakiola,43.176986,-2.909070,C3,,,,,,"C3:[43.176986,-2.909070]"
Renfe Cercanías,cercanias,Iñarratxu,43.035824,-3.003879,C3,,,,,,"C3:[43.035824,-3.003879]"
Renfe Cercanías,cercanias,Arakaldo,43.153559,-2.938203,C3,,,,,,"C3:[43.153559,-2.938203]"
Renfe Cercanías,cercanias,Abaroa-San Miguel,43.225648,-2.887114,C3,,,,,,"C3:[43.225648,-2.887114]"
Renfe Cercanías,cercanias,La Peña De Bilbao,43.240167,-2.924043,C3,,,,,,"C3:[43.240167,-2.924043]"
Renfe Cercanías,cercanias,Miribilla,43.250429,-2.930515,C3,,,,,,"C3:[43.250429,-2.930515]"
Renfe Cercanías,cercanias,Amurrio Iparralde,43.057845,-2.996066,C3,,,,,,"C3:[43.057845,-2.996066]"
Renfe Cercanías,cercanias,Bilbao-Intermod. Abando Indalecio Prieto,43.260130,-2.928559,C1; C2; C3,Abando (160m),,,,Abando (184m); Arriaga (242m),"C2:[43.260130,-2.928559]; C1:[43.260130,-2.928559]; C3:[43.260130,-2.928559]"
Renfe Cercanías,cercanias,Zabalburu,43.256791,-2.932284,C1; C2,,,,,,"C2:[43.256791,-2.932284]; C1:[43.256791,-2.932284]"
Renfe Cercanías,cercanias,Ametzola,43.254706,-2.943660,C1; C2; C4,,,,,,"C4:[43.254706,-2.943660]; C2:[43.254706,-2.943660]; C1:[43.254706,-2.943660]"
Renfe Cercanías,cercanias,Autonomía,43.258134,-2.946032,C1; C2,,,,,La Casilla (142m); Basurto (246m),"C2:[43.258134,-2.946032]; C1:[43.258134,-2.946032]"
Renfe Cercanías,cercanias,San Mamés,43.261531,-2.948834,C1; C2,Santimami/San Mamés (153m),,,,San Mames (24m); Hospital/Ospitalea (274m); Sabino Arana (280m),"C2:[43.261531,-2.948834]; C1:[43.261531,-2.948834]"
Renfe Cercanías,cercanias,Olabeaga,43.264380,-2.955327,C1; C2,,,,,,"C2:[43.264380,-2.955327]; C1:[43.264380,-2.955327]"
Renfe Cercanías,cercanias,Zorrotza,43.277804,-2.972119,C1; C2,,,,,,"C2:[43.277804,-2.972119]; C1:[43.277804,-2.972119]"
Renfe Cercanías,cercanias,Lutxana-Barakaldo,43.287814,-2.975413,C1; C2,,,,,,"C2:[43.287814,-2.975413]; C1:[43.287814,-2.975413]"
Renfe Cercanías,cercanias,Desertu-Barakaldo,43.300026,-2.984409,C1; C2,,,,,,"C2:[43.300026,-2.984409]; C1:[43.300026,-2.984409]"
Renfe Cercanías,cercanias,Sestao,43.308520,-2.994011,C1,,,,,,"C1:[43.308520,-2.994011]"
Renfe Cercanías,cercanias,La Iberia,43.312703,-3.004496,C1,,,,,,"C1:[43.312703,-3.004496]"
Renfe Cercanías,cercanias,Portugalete,43.318676,-3.015230,C1,,,,,,"C1:[43.318676,-3.015230]"
Renfe Cercanías,cercanias,Peñota,43.326356,-3.023457,C1,,,,,,"C1:[43.326356,-3.023457]"
Renfe Cercanías,cercanias,Santurtzi,43.328660,-3.029568,C1,,,,,,"C1:[43.328660,-3.029568]"
Renfe Cercanías,cercanias,Galindo,43.304135,-3.010197,C2,,,,,,"C2:[43.304135,-3.010197]"
Renfe Cercanías,cercanias,Trápaga,43.303027,-3.016991,C2,,,,,,"C2:[43.303027,-3.016991]"
Renfe Cercanías,cercanias,Valle De Trápaga/Trapagaran,43.301484,-3.028795,C2,,,,,,"C2:[43.301484,-3.028795]"
Renfe Cercanías,cercanias,Ortuella,43.311512,-3.060355,C2,,,,,,"C2:[43.311512,-3.060355]"
Renfe Cercanías,cercanias,Putxeta,43.315680,-3.091136,C2,,,,,,"C2:[43.315680,-3.091136]"
Renfe Cercanías,cercanias,Muskiz,43.321511,-3.112321,C2,,,,,,"C2:[43.321511,-3.112321]"
Renfe Cercanías,cercanias,Urioste,43.307532,-3.041072,C2,,,,,,"C2:[43.307532,-3.041072]"
Renfe Cercanías,cercanias,Gallarta,43.319332,-3.067452,C2,,,,,,"C2:[43.319332,-3.067452]"
Renfe Cercanías,cercanias,Sagrada Familia,43.308236,-3.052898,C2,,,,,,"C2:[43.308236,-3.052898]"
Renfe Cercanías,cercanias,Mataporquera,42.870901,-4.165406,C4,,,,,,"C4:[42.870901,-4.165406]"
Renfe Cercanías,cercanias,Reinosa,42.994499,-4.140945,C1,,,,,,"C1:[42.994499,-4.140945]"
Renfe Cercanías,cercanias,Lantueno-Santiurde,43.058073,-4.084013,C1,,,,,,"C1:[43.058073,-4.084013]"
Renfe Cercanías,cercanias,Pesquera,43.082333,-4.073814,C1,,,,,,"C1:[43.082333,-4.073814]"
Renfe Cercanías,cercanias,Bárcena,43.128705,-4.053473,C1,,,,,,"C1:[43.128705,-4.053473]"
Renfe Cercanías,cercanias,Molledo-Portolín,43.145627,-4.039033,C1,,,,,,"C1:[43.145627,-4.039033]"
Renfe Cercanías,cercanias,Santa Cruz De Iguña,43.170122,-4.045063,C1,,,,,,"C1:[43.170122,-4.045063]"
Renfe Cercanías,cercanias,Las Fraguas,43.193219,-4.054113,C1,,,,,,"C1:[43.193219,-4.054113]"
Renfe Cercanías,cercanias,Los Corrales De Buelna,43.255101,-4.063947,C1,,,,,,"C1:[43.255101,-4.063947]"
Renfe Cercanías,cercanias,Las Caldas De Besaya,43.298595,-4.073252,C1,,,,,,"C1:[43.298595,-4.073252]"
Renfe Cercanías,cercanias,Viérnoles,43.324564,-4.054044,C1,,,,,,"C1:[43.324564,-4.054044]"
Renfe Cercanías,cercanias,Torrelavega,43.327678,-4.042687,C1,,,,,,"C1:[43.327678,-4.042687]"
Renfe Cercanías,cercanias,Sierrapando,43.341785,-4.026634,C1,,,,,,"C1:[43.341785,-4.026634]"
Renfe Cercanías,cercanias,Zurita,43.347671,-3.991050,C1,,,,,,"C1:[43.347671,-3.991050]"
Renfe Cercanías,cercanias,Renedo,43.353107,-3.949647,C1,,,,,,"C1:[43.353107,-3.949647]"
Renfe Cercanías,cercanias,Parbayón,43.376745,-3.894220,C1,,,,,,"C1:[43.376745,-3.894220]"
Renfe Cercanías,cercanias,Guarnizo,43.391510,-3.859545,C1,,,,,,"C1:[43.391510,-3.859545]"
Renfe Cercanías,cercanias,Boo,43.410480,-3.841588,C1,,,,,,"C1:[43.410480,-3.841588]"
Renfe Cercanías,cercanias,Maliaño,43.416142,-3.841076,C1,,,,,,"C1:[43.416142,-3.841076]"
Renfe Cercanías,cercanias,Santander,43.458398,-3.810953,C1; C2; C3,,,,,,"C2:[43.458398,-3.810953]; C3:[43.458398,-3.810953]; C1:[43.458398,-3.810953]"
Renfe Cercanías,cercanias,Valdecilla,43.454089,-3.827763,C1,,,,,,"C1:[43.454089,-3.827763]"
Renfe Cercanías,cercanias,Lombera,43.265825,-4.067590,C1,,,,,,"C1:[43.265825,-4.067590]"
Renfe Cercanías,cercanias,Río Ebro,43.000755,-4.134401,C1,,,,,,"C1:[43.000755,-4.134401]"
Renfe Cercanías,cercanias,Pujayo,43.122875,-4.082375,C1,,,,,,"C1:[43.122875,-4.082375]"
Renfe Cercanías,cercanias,Arenas De Iguña,43.185083,-4.050075,C1,,,,,,"C1:[43.185083,-4.050075]"
Renfe Cercanías,cercanias,Vioño,43.360647,-3.964806,C1,,,,,,"C1:[43.360647,-3.964806]"
Renfe Cercanías,cercanias,Muriedas-Bahía,43.421686,-3.844117,C1,,,,,,"C1:[43.421686,-3.844117]"
Renfe Cercanías,cercanias,Puente De Los Fierros,43.071599,-5.769465,C1,,,,,,"C1:[43.071599,-5.769465]"
Renfe Cercanías,cercanias,La Frecha,43.096167,-5.798600,C1,,,,,,"C1:[43.096167,-5.798600]"
Renfe Cercanías,cercanias,Campomanes,43.110068,-5.816447,C1,,,,,,"C1:[43.110068,-5.816447]"
